label,mean_intensity,frame,Annotations
19,4.029035131,4,0
20,4.087684564,4,0
21,2.101794768,4,0
22,4.036210219,4,0
23,2.027316646,4,0
24,2.390752561,4,0
25,4.830762724,4,0
26,4.016396701,4,0
27,0.271147312,4,0
28,0.612180336,4,0
29,4.453651944,4,0
30,1.482224288,4,0
1,3.491853735,5,0
2,2.499666756,5,0
3,1.358769492,5,0
4,0.904268189,5,0
5,0.515929233,5,0
6,1.63938375,5,0
7,3.435633479,5,0
8,3.699326255,5,0
9,3.105011234,5,0
10,3.324737384,5,0
11,3.987081138,5,0
12,3.264038965,5,0
13,0.292315417,5,0
14,4.376363379,5,0
15,2.812560645,5,0
16,0.565798068,5,0
17,4.947250011,5,0
18,1.135928113,5,0
19,3.98906792,5,0
20,4.244136238,5,0
21,2.022848066,5,0
22,4.023689892,5,0
23,2.026889978,5,0
24,2.368958474,5,0
25,4.825485587,5,0
26,3.975727448,5,0
27,0.284002356,5,0
28,0.552085109,5,0
29,4.289615495,5,0
30,1.41645811,5,0
1,3.458833182,6,0
2,2.570007717,6,0
3,1.405165932,6,0
4,0.900780442,6,0
5,0.51049769,6,0
6,1.606659419,6,0
7,3.333729914,6,0
8,3.69951415,6,0
9,3.085206353,6,0
10,3.382072784,6,0
11,3.897318664,6,0
12,3.250837518,6,0
13,0.304428119,6,0
14,4.329288562,6,0
15,2.876068369,6,0
16,0.605146921,6,0
17,4.82965335,6,0
18,1.128741689,6,0
19,4.071691532,6,0
20,4.317252471,6,0
21,2.082600498,6,0
22,4.046266556,6,0
23,1.867494684,6,0
24,2.387607703,6,0
25,4.862044093,6,0
26,4.022374934,6,0
27,0.303867088,6,0
28,0.517297883,6,0
29,4.203436241,6,0
30,1.387231143,6,0
1,3.43711176,7,0
2,2.549821523,7,0
3,1.388135143,7,0
4,0.89474078,7,0
5,0.480100348,7,0
6,1.53557321,7,0
7,3.313166062,7,0
8,3.706212157,7,0
9,3.116665541,7,0
10,3.385766467,7,0
11,3.820065715,7,0
12,3.259228868,7,0
13,0.331896029,7,0
14,4.401028073,7,0
15,2.892697057,7,0
16,0.551799029,7,0
17,4.658341592,7,0
18,1.117940203,7,0
19,4.03893683,7,0
20,4.361059405,7,0
21,2.082458865,7,0
22,4.019804917,7,0
23,1.898761326,7,0
24,2.38859135,7,0
25,4.815047663,7,0
26,4.054579368,7,0
27,0.339180525,7,0
28,0.589015076,7,0
29,4.20549598,7,0
30,1.343701431,7,0
1,3.473087627,8,0
2,2.53883053,8,0
3,1.443717038,8,0
4,0.863265748,8,0
5,0.514866766,8,0
6,1.518726536,8,0
7,3.249708616,8,0
8,3.722486466,8,0
9,3.076675878,8,0
10,3.379341018,8,0
11,3.797411353,8,0
12,3.177253893,8,0
13,0.293558165,8,0
14,4.343793016,8,0
15,2.894183349,8,0
16,0.553281857,8,0
17,4.451453478,8,0
18,1.174664565,8,0
19,4.001503035,8,0
20,4.236912375,8,0
21,2.081355896,8,0
22,3.996662542,8,0
23,1.781692582,8,0
24,2.450562007,8,0
25,4.835427201,8,0
26,3.980823355,8,0
27,0.294544839,8,0
28,0.603847336,8,0
29,4.08769603,8,0
30,1.379560695,8,0
1,3.419448923,9,0
2,2.532879511,9,0
3,1.429990187,9,0
4,0.879161638,9,0
5,0.490320478,9,0
6,1.453908175,9,0
7,3.076945834,9,0
8,3.709666632,9,0
9,3.140891507,9,0
10,3.336800167,9,0
11,3.673254356,9,0
12,3.242739995,9,0
13,0.28417956,9,0
14,4.389718717,9,0
15,2.836354432,9,0
16,0.571369348,9,0
17,4.333283967,9,0
18,1.125538263,9,0
19,4.011285065,9,0
20,4.10206992,9,0
21,2.108681344,9,0
22,3.997828602,9,0
23,1.813360422,9,0
24,2.450726231,9,0
25,4.812270734,9,0
26,4.037709873,9,0
27,0.327264358,9,0
28,0.544665501,9,0
29,4.064072821,9,0
30,1.332136361,9,0
1,3.500546072,10,0
2,2.56929276,10,0
3,1.417345709,10,0
4,0.899518672,10,0
5,0.48943188,10,0
6,1.420587162,10,0
7,3.051945244,10,0
8,3.707346995,10,0
9,3.162699439,10,0
10,3.398873008,10,0
11,3.537266655,10,0
12,3.249872927,10,0
13,0.369558076,10,0
14,4.402336148,10,0
15,2.813004347,10,0
16,0.577690897,10,0
17,4.230205483,10,0
18,1.145748021,10,0
19,4.032384553,10,0
20,3.827980873,10,0
21,2.096756648,10,0
22,3.977015601,10,0
23,1.71502757,10,0
24,2.362723556,10,0
25,4.794283754,10,0
26,3.963603743,10,0
27,0.33851524,10,0
28,0.571583914,10,0
29,4.001177384,10,0
30,1.264022092,10,0
1,3.461293007,11,0
2,2.554770526,11,0
3,1.38616142,11,0
4,0.889747725,11,0
5,0.480163161,11,0
6,1.427765605,11,0
7,2.836513931,11,0
8,3.652670295,11,0
9,3.156155188,11,0
10,3.32845454,11,0
11,3.449120308,11,0
12,3.170349092,11,0
13,0.274744569,11,0
14,4.378202632,11,0
15,2.851292622,11,0
16,0.557770096,11,0
17,4.114388968,11,0
18,2.138917219,11,0
19,4.006473972,11,0
20,3.629512694,11,0
21,2.018645167,11,0
22,4.006530996,11,0
23,1.691609148,11,0
24,2.423841806,11,0
25,4.890459006,11,0
26,3.998803225,11,0
27,0.283879466,11,0
28,0.691957964,11,0
29,3.915922478,11,0
30,1.286252066,11,0
1,3.455832618,12,0
2,2.571370465,12,0
3,1.449468766,12,0
4,0.938849591,12,0
5,0.506426648,12,0
6,1.355407018,12,0
7,2.730112573,12,0
8,3.684971878,12,0
9,3.085165835,12,0
10,3.316932173,12,0
11,3.25244344,12,0
12,3.205780315,12,0
13,0.352816128,12,0
14,4.396103257,12,0
15,2.810713582,12,0
16,0.584365108,12,0
17,4.097123957,12,0
18,2.076634443,12,0
19,4.01444695,12,0
20,3.490154288,12,0
21,2.06155618,12,0
22,4.051326988,12,0
23,1.689113181,12,0
24,2.356419476,12,0
25,4.836623567,12,0
26,3.972328352,12,0
27,0.292152849,12,0
28,0.792562322,12,0
29,3.879911535,12,0
30,1.192380477,12,0
1,3.508983481,13,0
2,2.581310896,13,0
3,1.362944923,13,0
4,0.853715014,13,0
5,0.546507739,13,0
6,1.26335673,13,0
7,2.608027371,13,0
8,3.670524423,13,0
9,3.085056001,13,0
10,3.383315193,13,0
11,3.192957662,13,0
12,3.173151794,13,0
13,0.351349902,13,0
14,4.388200967,13,0
15,2.892851401,13,0
16,0.52851328,13,0
17,4.094972138,13,0
18,1.910492084,13,0
19,4.04102559,13,0
20,3.456532127,13,0
21,2.0542432,13,0
22,4.055851495,13,0
23,1.651551478,13,0
24,2.35426413,13,0
25,4.890388231,13,0
26,3.996501045,13,0
27,0.288533453,13,0
28,0.91782907,13,0
29,3.925373063,13,0
30,1.225475093,13,0
1,3.489044794,14,0
2,2.553196684,14,0
3,1.369381615,14,0
4,0.909585494,14,0
5,0.49840372,14,0
6,1.197653143,14,0
7,2.588943151,14,0
8,3.67385586,14,0
9,3.153772336,14,0
10,3.359116265,14,0
11,3.181978919,14,0
12,3.237532694,14,0
13,0.302267798,14,0
14,4.357567916,14,0
15,2.817810622,14,0
16,0.514384208,14,0
17,4.073154102,14,0
18,1.785386397,14,0
19,4.070847935,14,0
20,3.4347576,14,0
21,2.045462617,14,0
22,3.996681978,14,0
23,1.602084732,14,0
24,2.361778318,14,0
25,4.807485622,14,0
26,3.978607193,14,0
27,0.336163411,14,0
28,1.040511231,14,0
29,3.874255444,14,0
30,1.182626515,14,0
1,3.448971671,15,0
2,2.591059697,15,0
3,1.397597869,15,0
4,0.880502916,15,0
5,0.497956723,15,0
6,1.05525626,15,0
7,2.66444813,15,0
8,3.702752597,15,0
9,3.164854315,15,0
10,3.396478496,15,0
11,3.14202172,15,0
12,3.145077945,15,0
13,0.286109049,15,0
14,4.40290079,15,0
15,2.824729245,15,0
16,0.569452077,15,0
17,4.11295008,15,0
18,1.703834397,15,0
19,4.027771002,15,0
20,3.315150848,15,0
21,2.059581567,15,0
22,4.072339624,15,0
23,1.605922212,15,0
24,2.447793494,15,0
25,4.852189948,15,0
26,3.998584,15,0
27,0.257312517,15,0
28,1.261901519,15,0
29,3.840255448,15,0
30,1.155652255,15,0
1,3.473361992,16,0
2,2.558279729,16,0
3,1.370878611,16,0
4,1.882891,16,0
5,1.532899712,16,0
6,0.916396819,16,0
7,2.607914145,16,0
8,3.667269381,16,0
9,3.118495871,16,0
10,3.349908408,16,0
11,3.224788095,16,0
12,3.199714872,16,0
13,0.287109252,16,0
14,4.351485073,16,0
15,2.840116312,16,0
16,0.514140323,16,0
17,4.151855476,16,0
18,1.681452423,16,0
19,4.059284561,16,0
20,3.376116759,16,0
21,2.052867313,16,0
22,4.026675503,16,0
23,1.606265949,16,0
24,2.445331283,16,0
25,4.813550673,16,0
26,4.003005781,16,0
27,0.283719939,16,0
28,1.456682264,16,0
29,3.859812576,16,0
30,1.220853122,16,0
1,3.46840102,17,0
2,2.572553379,17,3
3,1.454076425,17,0
4,1.789926246,17,0
5,1.463265325,17,0
6,0.764689039,17,0
7,2.614001975,17,0
8,3.676713759,17,0
9,3.122325999,17,0
10,3.328396553,17,0
11,3.146329144,17,0
12,3.158385942,17,0
13,0.342289549,17,0
14,4.379136228,17,0
15,2.837769106,17,0
16,0.563903758,17,0
17,4.130326515,17,0
18,1.61867364,17,0
19,4.075255455,17,0
20,3.364788652,17,0
21,2.057681285,17,0
22,4.068133099,17,0
23,1.522199192,17,0
24,2.37063771,17,0
25,4.872460682,17,0
26,3.991312613,17,0
27,0.320818686,17,0
28,1.516337583,17,0
29,3.76293719,17,0
30,1.142100041,17,0
1,3.512434797,18,0
2,2.590244428,18,3
3,1.438233788,18,0
4,1.68036624,18,0
5,1.540779145,18,0
6,0.736627396,18,0
7,2.592156021,18,0
8,3.67102732,18,0
9,3.104255092,18,0
10,3.395212913,18,0
11,3.137551481,18,0
12,3.212957608,18,0
13,0.336827046,18,0
14,4.39655471,18,0
15,2.878918948,18,0
16,0.505394699,18,0
17,4.096487698,18,0
18,1.544731397,18,0
19,4.009217128,18,0
20,3.370769442,18,0
21,2.112374081,18,0
22,4.047111752,18,0
23,1.505712617,18,0
24,2.367412162,18,0
25,4.871823568,18,0
26,4.026915696,18,0
27,0.30942218,18,0
28,1.521368485,18,0
29,3.754078912,18,0
30,1.195350809,18,0
1,3.500770979,19,0
2,2.595560587,19,3
3,1.384333121,19,0
4,1.616253513,19,0
5,1.515309672,19,0
6,0.625636674,19,0
7,2.62942792,19,0
8,3.742169143,19,0
9,3.161855399,19,0
10,3.366459657,19,0
11,3.143966415,19,0
12,3.159324616,19,0
13,0.350820954,19,0
14,4.359910527,19,0
15,2.845084341,19,0
16,0.540664465,19,0
17,4.054591015,19,0
18,1.496970325,19,0
19,4.068306231,19,0
20,3.33260504,19,0
21,2.023311192,19,0
22,4.048678566,19,0
23,1.538656601,19,0
24,2.375298437,19,0
25,4.804713984,19,0
26,4.053138706,19,0
27,0.296506766,19,0
28,1.424886629,19,0
29,3.788726173,19,0
30,1.146483438,19,0
1,3.491049605,20,0
2,2.7497361,20,3
3,1.417290278,20,0
4,1.447431016,20,0
5,1.515519845,20,0
6,0.702556533,20,0
7,2.623112293,20,0
8,3.741785422,20,0
9,3.136919178,20,0
10,3.330488273,20,0
11,3.19443267,20,0
12,3.165273914,20,0
13,0.366294504,20,0
14,4.352291697,20,0
15,2.816529485,20,0
16,0.517667184,20,0
17,4.085468168,20,0
18,1.416091473,20,0
19,4.063327253,20,0
20,3.378984353,20,0
21,2.106679438,20,0
22,3.984939586,20,0
23,1.495722288,20,0
24,2.402799628,20,0
25,4.884659715,20,0
26,4.001313038,20,0
27,0.306872653,20,0
28,1.271700724,20,0
29,3.777202777,20,0
30,1.099608923,20,0
1,3.470286807,21,0
2,2.870223031,21,3
3,1.456667907,21,0
4,1.37252778,21,0
5,1.523517135,21,0
6,0.691236022,21,0
7,2.60085201,21,0
8,3.708313005,21,0
9,3.101254045,21,0
10,3.383607094,21,0
11,3.160077122,21,0
12,3.191172669,21,0
13,0.341739123,21,0
14,4.367949537,21,0
15,2.826173649,21,0
16,1.510889866,21,0
17,4.106816496,21,0
18,1.424517718,21,0
19,4.023280763,21,0
20,3.301373793,21,0
21,2.062511631,21,0
22,3.998434337,21,0
23,1.539918767,21,0
24,2.408215392,21,0
25,4.812916234,21,0
26,3.980487816,21,0
27,0.272636289,21,0
28,1.071517224,21,0
29,3.728426195,21,0
30,1.165302861,21,0
1,3.474992711,22,0
2,3.042252595,22,3
3,1.446854753,22,0
4,1.370910932,22,0
5,1.481314113,22,0
6,0.620654309,22,0
7,2.596935458,22,0
8,3.739771096,22,0
9,3.102315631,22,0
10,3.362680058,22,0
11,3.17406815,22,0
12,3.233219083,22,0
13,0.288131541,22,0
14,4.403811285,22,0
15,2.850363998,22,0
16,1.434724947,22,0
17,4.086565654,22,0
18,1.390114144,22,0
19,4.086539029,22,0
20,3.372437753,22,0
21,2.076991976,22,0
22,3.977316707,22,0
23,1.486939054,22,0
24,2.373404271,22,0
25,4.854751004,22,0
26,3.988325777,22,0
27,0.295949493,22,0
28,0.920183038,22,0
29,3.772723038,22,0
30,1.146302593,22,0
1,3.512843125,23,0
2,3.288521339,23,3
3,1.4185147,23,0
4,1.300433954,23,0
5,1.523033561,23,0
6,0.663256512,23,0
7,2.652128402,23,0
8,3.725900114,23,0
9,3.16158896,23,0
10,3.371999992,23,0
11,3.119627472,23,0
12,3.162907025,23,0
13,0.296890649,23,0
14,4.415007112,23,0
15,2.814198051,23,0
16,1.3638114,23,0
17,4.065244059,23,0
18,1.325422277,23,0
19,4.013844271,23,0
20,3.323601837,23,0
21,2.098110571,23,0
22,4.048047988,23,0
23,1.501837596,23,0
24,2.426907207,23,0
25,4.892016632,23,0
26,4.046653583,23,0
27,0.303048129,23,0
28,0.775672603,23,0
29,3.762396364,23,0
30,1.116357053,23,0
1,3.477021019,24,0
2,3.403118781,24,3
3,1.448807252,24,0
4,1.220941787,24,0
5,1.483128118,24,0
6,0.692509635,24,0
7,2.601960395,24,0
8,3.706313637,24,0
9,3.073962147,24,0
10,3.357658527,24,0
11,3.120969687,24,0
12,3.15615959,24,0
13,0.35676576,24,0
14,4.376523277,24,0
15,2.860618227,24,0
16,1.182461817,24,0
17,4.098417062,24,0
18,1.295234737,24,0
19,4.01306736,24,0
20,3.34457842,24,0
21,2.052681689,24,0
22,4.010879053,24,0
23,1.472189311,24,0
24,2.382200245,24,0
25,4.881692923,24,0
26,4.018417473,24,0
27,0.342996743,24,0
28,0.701109131,24,0
29,3.661861348,24,0
30,1.105943918,24,0
1,3.443917512,25,0
2,3.529393278,25,3
3,1.457353346,25,0
4,1.158379917,25,0
5,1.51771566,25,0
6,0.656949381,25,0
7,2.612982071,25,0
8,3.64796237,25,0
9,3.105345925,25,0
10,3.394439592,25,0
11,3.162109111,25,0
12,3.217633271,25,0
13,0.293476995,25,0
14,4.388161557,25,0
15,2.85602739,25,0
16,1.13660221,25,0
17,4.079465849,25,0
18,1.274714274,25,0
19,4.06481295,25,0
20,3.37915827,25,0
21,2.064135097,25,0
22,4.055100476,25,0
23,1.501887615,25,0
24,2.443458061,25,0
25,4.889109662,25,0
26,4.006754604,25,0
27,0.278961347,25,0
28,0.641328225,25,0
29,3.670871843,25,0
30,1.081513879,25,0
1,3.445944945,26,0
2,3.546797237,26,3
3,1.4287324,26,0
4,1.121168657,26,0
5,1.42236377,26,0
6,0.690488447,26,0
7,2.591962448,26,0
8,3.724570478,26,0
9,3.130052047,26,0
10,3.394524965,26,0
11,3.199192081,26,0
12,3.191797541,26,0
13,0.279798619,26,0
14,4.412342298,26,0
15,2.870922891,26,0
16,1.092725558,26,0
17,4.145063804,26,0
18,1.25270817,26,0
19,4.031052765,26,0
20,3.324030547,26,0
21,2.073462756,26,0
22,4.010328846,26,0
23,1.453917849,26,0
24,2.416917199,26,0
25,4.827713147,26,0
26,3.976217173,26,0
27,0.339660681,26,0
28,0.557551887,26,0
29,3.729530729,26,0
30,1.165087032,26,0
1,3.432844288,27,0
2,3.452970013,27,3
3,2.362806192,27,0
4,1.168799048,27,0
5,1.430114701,27,0
6,0.694066847,27,0
7,2.642308922,27,0
8,3.717567683,27,0
9,3.093895645,27,0
10,3.382507576,27,0
11,3.206050444,27,0
12,3.232914099,27,0
13,0.342874392,27,0
14,4.331869621,27,0
15,2.893223121,27,0
16,1.004601032,27,0
17,4.06431602,27,0
18,1.286232306,27,0
19,4.016628795,27,0
20,3.315415394,27,0
21,2.095857931,27,0
22,4.058368599,27,0
23,1.440472648,27,0
24,2.394880048,27,0
25,4.804010834,27,0
26,4.006226232,27,0
27,0.31730197,27,0
28,0.553875807,27,0
29,3.675647493,27,0
30,1.097290898,27,0
1,3.417881235,28,0
2,3.243408892,28,3
3,2.371514572,28,0
4,1.069393842,28,0
5,1.409284221,28,0
6,0.642006917,28,0
7,2.603376787,28,0
8,3.708844214,28,0
9,3.099701776,28,0
10,3.322108831,28,0
11,3.126197213,28,0
12,3.156397043,28,0
13,0.312799023,28,0
14,4.345222794,28,0
15,2.890678115,28,0
16,0.983100056,28,0
17,4.05905583,28,0
18,1.229680188,28,0
19,5.00332601,28,0
20,3.365025962,28,0
21,2.202635272,28,0
22,3.989505049,28,0
23,1.439630556,28,0
24,2.430244585,28,0
25,4.812287957,28,0
26,3.989102701,28,0
27,0.254911914,28,0
28,0.566330935,28,0
29,3.646945339,28,0
30,1.056444861,28,0
1,3.458657742,29,0
2,3.081370691,29,3
3,2.42254123,29,0
4,1.056927719,29,0
5,1.317962795,29,0
6,0.637499831,29,0
7,2.614993076,29,0
8,3.72336128,29,0
9,3.197893454,29,0
10,3.39545408,29,0
11,3.171362866,29,0
12,3.206328377,29,0
13,0.364550392,29,0
14,4.392904937,29,0
15,2.894060221,29,0
16,0.871345451,29,0
17,4.054671984,29,0
18,1.221801927,29,0
19,5.037041969,29,0
20,3.350234132,29,0
21,2.283611348,29,0
22,3.99377254,29,0
23,1.526742956,29,0
24,2.433076456,29,0
25,4.843502759,29,0
26,4.055569814,29,0
27,0.325340964,29,0
28,0.516172612,29,0
29,3.711748448,29,0
30,1.134760381,29,0
1,3.455805746,30,0
2,2.892370175,30,3
3,2.374022844,30,0
4,1.02476243,30,0
5,1.309043607,30,0
6,0.693400581,30,0
7,2.588967688,30,0
8,3.698611066,30,0
9,3.257503771,30,0
10,3.378669992,30,0
11,3.208849525,30,0
12,3.165023502,30,0
13,0.337571894,30,0
14,4.404389382,30,0
15,2.823924219,30,0
16,0.906252599,30,0
17,4.086947535,30,0
18,1.202273347,30,0
19,5.046543015,30,0
20,3.34833503,30,0
21,2.350000361,30,0
22,4.010522878,30,0
23,1.42249367,30,0
24,2.380462946,30,0
25,4.872776237,30,0
26,4.049660512,30,0
27,0.256433018,30,0
28,0.604661176,30,0
29,3.675062311,30,0
30,1.075775727,30,0
1,3.445666412,31,0
2,2.683719995,31,3
3,2.441499107,31,0
4,1.017844741,31,0
5,1.29371855,31,0
6,0.667282471,31,0
7,2.662397931,31,0
8,3.717727176,31,0
9,3.341059993,31,0
10,3.38127111,31,0
11,3.156323832,31,0
12,3.157411631,31,0
13,0.281588285,31,0
14,4.407717839,31,0
15,2.81260919,31,0
16,0.810974293,31,0
17,4.120179251,31,0
18,1.270388383,31,0
19,5.036774503,31,0
20,3.322571595,31,0
21,2.531595847,31,0
22,4.017283963,31,0
23,1.479112874,31,0
24,2.385860763,31,0
25,4.808468634,31,0
26,3.969643755,31,0
27,0.352615943,31,0
28,0.518575606,31,0
29,3.675644758,31,0
30,1.068252681,31,0
1,3.417725576,32,0
2,2.591046505,32,3
3,2.367444297,32,0
4,0.971943635,32,0
5,1.236931983,32,0
6,0.611370733,32,0
7,2.592781545,32,0
8,3.740836058,32,0
9,3.486960144,32,0
10,3.347866978,32,0
11,3.200483139,32,0
12,3.210078529,32,0
13,0.367332044,32,0
14,4.363525654,32,0
15,2.829680329,32,0
16,0.773392123,32,0
17,4.127181942,32,0
18,1.25101231,32,0
19,5.083318395,32,0
20,3.300382674,32,0
21,2.763883124,32,0
22,4.011305505,32,0
23,1.415057669,32,0
24,2.447027935,32,0
25,4.859426423,32,0
26,4.01291885,32,0
27,0.340141499,32,0
28,0.546353703,32,0
29,3.621988555,32,0
30,1.075986154,32,0
1,3.436201835,33,0
2,2.596843435,33,3
3,2.357080522,33,0
4,1.001677666,33,0
5,1.106315438,33,0
6,0.60399764,33,0
7,2.640706224,33,0
8,3.684899351,33,0
9,3.634075701,33,0
10,3.399496649,33,0
11,3.130896122,33,0
12,3.20110405,33,0
13,0.298402113,33,0
14,4.330948926,33,0
15,2.888961177,33,0
16,0.797522888,33,0
17,4.099466735,33,0
18,1.180649518,33,0
19,5.016378926,33,0
20,3.337921557,33,0
21,2.906810535,33,0
22,4.052799927,33,0
23,1.419081084,33,0
24,2.374364043,33,0
25,4.82581103,33,0
26,3.983759335,33,0
27,0.282612205,33,0
28,0.571018598,33,0
29,3.669441122,33,0
30,1.104349556,33,0
1,3.487451789,34,0
2,2.543630287,34,3
3,2.387770613,34,0
4,0.943159933,34,0
5,1.058930883,34,0
6,0.65623137,34,0
7,2.606381536,34,0
8,3.718131033,34,0
9,3.860302978,34,0
10,3.384105854,34,0
11,3.211066005,34,0
12,3.217218334,34,0
13,0.306267636,34,0
14,4.365793084,34,0
15,2.896658007,34,0
16,0.740832465,34,0
17,4.122573432,34,0
18,1.18337534,34,0
19,5.003500069,34,0
20,3.307550591,34,0
21,3.062564321,34,0
22,3.986130363,34,0
23,1.459152674,34,0
24,2.373522983,34,0
25,4.827573477,34,0
26,4.00233121,34,0
27,0.278618953,34,0
28,0.565885258,34,0
29,3.658475748,34,0
30,1.055298058,34,0
1,3.495335148,35,0
2,2.518384024,35,3
3,2.338166543,35,0
4,1.004691549,35,0
5,0.964696281,35,0
6,0.692785562,35,0
7,2.584253712,35,0
8,3.694887631,35,0
9,3.993330054,35,0
10,3.32282774,35,0
11,3.192668888,35,0
12,3.172681845,35,0
13,0.312772428,35,0
14,4.345088395,35,0
15,2.885385154,35,0
16,0.713596423,35,0
17,4.09013197,35,0
18,1.165477727,35,0
19,5.046260407,35,0
20,3.387493558,35,0
21,3.015024172,35,0
22,4.011556926,35,0
23,1.454752141,35,0
24,2.440587394,35,0
25,4.859645043,35,0
26,4.048938301,35,0
27,0.291021939,35,0
28,0.579547108,35,0
29,3.62401891,35,0
30,1.096068101,35,0
1,3.476913592,36,0
2,2.550978418,36,0
3,2.411399357,36,0
4,0.937715825,36,0
5,0.826378498,36,0
6,0.684193335,36,0
7,2.643603848,36,0
8,3.714758814,36,0
9,4.12526279,36,0
10,3.352346497,36,0
11,3.211659996,36,0
12,3.186532753,36,0
13,0.277668817,36,0
14,4.351134581,36,0
15,2.810454431,36,0
16,0.714898101,36,0
17,4.116883451,36,0
18,1.188293078,36,0
19,5.039486391,36,0
20,3.301019675,36,0
21,2.949182124,36,0
22,4.060159224,36,0
23,1.503423079,36,0
24,2.527000363,36,0
25,4.840153212,36,0
26,4.014004953,36,0
27,0.288494527,36,0
28,0.566853137,36,0
29,3.637384767,36,0
30,1.137466754,36,0
1,3.508947682,37,0
2,2.525626634,37,0
3,2.375774224,37,0
4,0.95929152,37,0
5,0.613407448,37,0
6,0.66735324,37,0
7,2.59699265,37,0
8,3.723608183,37,0
9,4.157519557,37,0
10,3.40020673,37,0
11,3.18518828,37,0
12,3.182282755,37,0
13,0.322197929,37,0
14,4.399241692,37,0
15,2.894195459,37,0
16,0.682839873,37,0
17,5.056072861,37,0
18,1.136339782,37,0
19,4.967315106,37,0
20,3.340059728,37,0
21,2.721818167,37,0
22,3.983114932,37,0
23,1.502748594,37,0
24,2.614682203,37,0
25,5.874656599,37,0
26,3.99467503,37,0
27,0.290111612,37,0
28,0.537001262,37,0
29,3.663039545,37,0
30,1.066709569,37,0
1,3.481425297,38,0
2,2.544722132,38,0
3,2.347161864,38,0
4,0.985347708,38,0
5,0.587546664,38,0
6,0.61368005,38,0
7,2.650151306,38,0
8,3.651864099,38,0
9,3.977498563,38,0
10,3.316288364,38,0
11,3.153866949,38,0
12,3.240144534,38,0
13,0.284878236,38,0
14,4.329567645,38,0
15,2.841788462,38,0
16,0.62587845,38,0
17,5.066137558,38,0
18,1.197364989,38,0
19,4.929966909,38,0
20,3.302119201,38,0
21,2.552443146,38,0
22,4.070669575,38,0
23,1.486225913,38,0
24,2.767850459,38,0
